Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60
HBRG,0,10.4376688,0,19.80287933,0,0,0,0,0,2.929922581,0,0,0,0,0,0,0,0,16.4322052,15.78763866,6.269420624,0,0,0,0,0,13.73584557,0,0,0,0,0,27.90221405,0,7.527167797,0,0,17.98149872,0,0,0,0,0,5.5036726,4.600358486,0,0,25.30746841,18.53572083,0,0,0,0,0,0.783983946,0,4.181087017,0,0,0
HBRG,0,0,0,7.82707119,0,0.093019962,0,0,0.106372297,1.435780525,0,0,0,0,0,0,0,0,7.080354214,11.55741405,7.226324081,0,0,1.330842614,5.205890656,0,7.682330608,0,0,0,0,0,17.32143784,0,8.936031342,0,0,7.286206722,0,0,0,0,0,0,0.954356968,0,5.984293938,19.68842697,8.418905258,0,0,0,0,0,0.438237876,0,5.479201794,0,1.048256397,0
HBRG,0,9.407343864,0,13.96124458,0,0,0,0,0,5.310976982,0,0,0,0,0,0,0,0,14.76594734,17.31980133,1.883104563,0,0,0,0,0,13.19599342,0,0,0,0,0,25.12784958,0,6.64852047,0,0,14.26447678,0,0,0,0,0,5.502007961,5.160993099,0,0,17.38519287,18.56869507,0,0,0,0,0,0,0,3.605594397,0,0,0
HBRG,0.817867577,7.53121376,0,19.16459084,0,0,0,0,0,6.886727333,0,0,0,0,0,0,0,0,20.19159698,21.99264526,8.278335571,0,0,0.788187027,4.681118488,0,15.10221863,0,0,0,0,0,26.1072731,3.256202698,6.163968086,0,0,18.03468895,0,0,0,0,0,1.308222771,6.150112629,0,2.625264406,18.61587715,15.2286396,0,0,2.645959616,0,0,0,0,1.965311408,0,0,0
HBRG,0,0.686726809,0,22.61632729,0,0,0,0,0,6.556612492,0,0,0,0,0,0,0,0,17.00429535,23.08679771,4.332605362,0,0,0,1.625766635,0,17.34991646,0,0,0,0,0,25.74913025,0,5.822310925,0,0,21.00126457,0,0,0,0,0,2.187107086,4.858487129,0,0,19.2278862,17.83472061,0,0,0,0,0,0,0,3.461977482,0,0,0
HBRG,0,6.057443142,0,16.79561806,0,0,0,0,0,2.419277906,0,0,0,0,0,0,0,0,14.2358799,12.28856659,8.412150383,0,0,1.503054976,2.763967752,0,12.79510498,0,0,0,0,0,23.29748535,0,7.346167564,0,0,13.96678066,0,0,0,0,0,2.942048788,3.688989162,0,2.199497461,21.85394478,12.76837254,0,0,0,0,0,1.511084199,0,4.026521683,0,0,0
HBRG,0,0,0,15.36053467,0,0,0,0,0,4.407466412,0,0,0,0,0,0,0,0,16.40896797,20.11724472,1.624644518,0,0,3.196956158,0.925474107,0,14.23864365,0,0,0,0,0,22.67496109,0,6.828972816,0,0,15.7560339,0,0,0,0,0,0.060523786,5.308677673,0,0.496351898,17.27530861,16.23598862,0,0,0,0,0,0.098398447,0,5.248951435,0,0,0
HBRG,0,1.303629279,0,14.90256882,0,0,0,0,0,4.005609512,0,0,0,0,0,0,0,0,11.80783653,15.48467731,3.354583502,0,0,0,0,0,12.14014053,0,0,0,0,0,24.806427,0,7.806678772,0,0,15.26203537,0,0,0,0,0,3.732146978,3.10023737,0,0,21.48694611,18.36143684,0,0,0,0,0,0.513814092,0,6.170336246,0,0,0
HBRG,0,0,0,16.950037,0,0,0,0,0,1.246490479,0,0,0,0,0,0,0,0,13.50185299,16.64790916,5.306456089,0,0,0.644094348,1.095027328,0,13.91257095,0,0,0,0,0,22.56763268,0,7.130270958,0,0,13.14530373,0,0,0,0,0,4.017721176,3.296783686,0,0.353527069,21.76724625,15.80634403,0,0,0,0,0,1.349345803,0,6.245013714,0,0,0
HBRG,0,13.92873001,0,19.53419685,0,0,0,0,0,4.813251495,1.013177037,0,0,0,0,0,0,0,17.9768486,22.21993828,6.689061165,0,0,0,0,0,17.15272713,0,0,0,0,0,30.74121475,0,8.346459389,0,0,18.51099205,0,0,0,0,0,4.903269291,6.823965073,0,0,31.3905201,22.40633202,0,0,0,0,0,2.97160697,0,8.745715141,0,0,0
HBRG,0.632747948,11.25420952,0,13.55493164,0,0,0,0,0,1.317260027,0,0,0,0,0,0,0,0,17.16109085,17.4435215,8.375100136,0,0,0,3.396494865,0,12.69132233,0,0,0,0,0,24.90926361,0,8.998809814,0,0,13.40441513,0,0,0,0,0,2.56069088,5.961892128,0,3.418414116,19.77566528,15.01788425,0,0,0,0,0,2.536896229,0,4.94673872,0,0,0
HBRG,0,7.288417816,0,20.4872036,0,0,0,0,0,6.371389389,0,0,0,0,0,0,0,0,13.23073292,21.27472115,6.547373772,0,0,0,0,0,14.87524986,0,0,0,0,0,34.14041519,0,10.67766953,0,0,18.51869392,0,0,0,0,0,5.811888695,2.702816963,0,0.484959066,32.59587097,23.33773422,0,0,0,0,0,0,0,7.384884834,0,0,0
HBRG,0,2.836518288,0,18.49181175,0,0,0,0,0,4.961278915,0,0,0,0,0,0,0,0,17.38531494,20.79769135,2.770656824,0,0,0,0,0,15.27570152,0,0,0,0,0,25.93761253,0,6.628612518,0,0,19.10232353,0,0,0,0,0,2.476081371,4.97698164,0,0,20.10452271,20.49477005,0,0,0,0,0,0,0,5.426711082,0,0,0
HBRG,2.89000082,12.67690086,0,14.0050211,0,0,0,0,0,4.594512463,0.542983413,0,0,0,0,0,0,0,15.90133286,13.40690231,3.279218674,0,0,5.075432777,3.185382843,0,10.09399033,0,0,0,0,0,22.48185349,0,8.489463806,0,0,11.4472599,0,0,0,0,0,3.61163187,5.83795166,0,0.311281383,17.25032806,7.105922699,0,0,0,0,0,4.591414928,0,5.794131756,0,0,0
HBRG,0,8.054127693,0,21.63723946,0,0,0,0,0,4.826749802,0,0,0,0,0,0,0,0,15.9061985,19.86472702,3.890515089,0,0,0,0,0,17.40431786,0,0,0,0,0,28.05976486,0,6.345750809,0,0,18.65080643,0,0,0,0,0,4.807942867,3.648513317,0,0,20.93088913,20.29968071,0,0,0,0,0,0,0,2.942118645,0,0,0
HBRG,0,3.032738686,0,19.82341576,0,0,0,0,0,4.285518646,0,0,0,0,0,0,0,0,14.24654007,18.54763412,5.172968864,0,0,0,2.123833179,0,14.94749928,0,0,0,0,0,24.66955566,0,6.760718346,0,0,17.94955063,0,0,0,0,0,3.711452007,4.924346924,0,0,17.38813972,18.15947914,0,0,0,0,0,1.145125628,0,4.907694817,0,0,0
HBRG,0,11.82329082,0,17.02634048,0,0,0,0,0,9.554085732,0,0,0,0,0,0,0,0,16.17978096,20.38711548,2.021050692,0,0,0,0,0,13.01239586,0,0,0,0,0,33.95220184,0.937915266,7.792364597,0,0,19.53624916,0,0,0,0,0,6.743843555,3.943733215,0,0,25.94242859,22.87241745,0,0,0,0,0,0,0,4.641458988,0,0,0
HBRG,0.042805977,14.63984203,0,16.50152779,0,0,0,0,0,1.14692688,0,0,0,0,0,0,0,0,17.68411636,17.40849113,12.39945316,0,0,0,4.538918018,0,11.3232584,0,0,0,0,0,28.64095879,0,10.67155647,0,0,14.96321011,0,0,0,0,0,2.074131966,5.660012722,0,4.708641529,25.98913193,13.76407528,0,0,0.528521359,0,0,1.782224774,0,4.964203835,0,0,0
HBRG,0,13.45708752,0,17.00737953,0,0,0,0,0,3.369240999,0.980760455,0,0,0,0,0,0,0,21.66749382,16.57536697,1.531172514,0,0,0,0,0,13.36758518,0,0,0,0,0,29.31139374,0,6.879784584,0,0,15.03225136,0,0,0,0,0,10.51660347,8.46254921,0,0,22.17804718,17.71546936,0,0,0,0,0,2.309145927,0,6.163208008,0,0,0
HBRG,0,9.893695831,0,13.93914223,0,0,0,0,0,3.937133312,0,0,0,0,0,0,0,0,15.98456001,14.84564209,7.864395142,0,0,0,3.190201759,0,10.59771347,0,0,0,0,0,23.09984779,0,5.897067547,0,0,12.4726181,0,0,0,0,0,2.530720711,6.824314117,0,1.152658463,17.67853165,12.24287128,0,0,1.337996006,0,0,2.272926331,0,2.828071594,0,0,0
HBRG,1.57062304,1.22426033,0,16.16023445,0,0,0,0,1.329476714,3.948461056,1.222648501,0,3.474523306,0,0,0,0,0,13.45004368,18.20276642,14.33681393,0,0,2.717694759,4.325749874,0,15.6006813,0,0,0,0,0,25.24662399,0,10.0265007,0,1.378658652,17.31569481,0,0,0,0,0,4.842680454,4.137637138,0,0,31.73531342,6.633752823,0,0,0,0,0,5.231119633,0,7.419580936,0,0.543870389,0
HBRG,0,6.002767563,0,17.7768116,0,0,0,0,0,9.216830254,0,0,0,0,0,0,0,0,17.12057686,20.99126053,1.220083952,0,0,0,0,0,11.32977295,0,0,0,0,0,29.10791779,1.915267825,6.352445602,0,0,19.55832672,0,0,0,0,0,5.04165411,7.146440506,0,0,22.3790226,20.44122124,0,0,0,0,0,0,0,4.456258297,0,0,0
HBRG,0.407771528,11.5226469,0,15.15514755,0,0,0,0,0,3.741552114,0,0,0,0,0,0,0,0,15.93750095,15.8956871,9.965013504,0,0,2.380314827,4.941765308,0,11.40173531,0,0,0,0,0,24.36497116,0,8.400858879,0,0,13.05359459,0,0,0,0,0,1.530818939,4.602327824,0,4.080804825,19.89478111,10.2698679,0,0,1.834059715,0,0,0.572126925,0,2.960893869,0,0,0
HBRG,0,13.98467731,0,21.93912888,0,0,0,0,0,3.402144909,0,0,0,0,0,0,0,0,14.90925694,14.53357601,8.078309059,0,0,0,0,0,13.25262451,0,0,0,0,0,29.3195076,0,6.655722618,0,0,18.90439606,0,0,0,0,0,6.916934013,4.315713406,0,0,29.92312241,17.49150085,0,0,0,0,0,0.873278022,0,5.599653721,0,0,0
HBRG,0.376072228,6.713792801,0,19.58281136,0,0,0,0,0,2.312551737,0.852001786,0,0,0,0,0,0,0,14.75622559,14.04539299,7.693226814,0,0,0,2.309791803,0,12.61994934,0,0,0,0,0,27.57631493,0,8.790815353,0,0,16.23155403,0,0,0,0,0,5.348150253,3.864757538,0,0,27.63418198,14.03559589,0,0,0,0,0,3.017884493,0,5.61073494,0,0,0
HBRG,4.091836452,11.79128933,0,14.57468796,0,0,0,0,2.418896437,2.134369373,0,0,0.740167201,0,0,0,0,0,15.01371861,12.44292355,12.84106827,0,0,4.814127922,9.532460213,0,8.527096748,0,0,0,0,0,21.7787056,0,11.76853752,0,0.882066488,10.93784904,0,0,0,0,0,0.533334196,3.3498528,0,5.550661564,18.71738243,2.626616478,0,3.080630541,1.453792334,0,0,3.891087532,0,3.871957064,0,0,0
HBRG,0,0,0,13.99289417,5.454244137,0.683671415,0,0,0,9.938599586,0,0,0,0,0,0,0,0,0.904959202,13.80527687,19.85768318,0,0,0,6.376833439,0,11.85622025,0,0,0,0,0,26.91835022,0.912982762,0,0,0.064297758,24.82505798,0,0,0,0,0,0,0,0,2.808079481,31.95983505,15.87741566,0,0,3.452747822,0,0,0.965060115,0,12.61985302,0,0,0
HBRG,1.310601592,5.766184807,0,20.70243645,0,0,0,0,0,2.66408205,0,0,0,0,0,0,0,0,18.93970299,18.91553879,5.502916336,0,0,1.333543777,2.729302406,0,14.95229149,0,0,0,0,0,23.58184052,0,4.775498867,0,0,17.53342819,0,0,0,0,0,2.802934647,6.172154903,0,0,21.17857552,12.67870426,0,0,0,0,0,0.649968505,0,2.763034344,0,0,0
HBRG,0.573789954,0,0,19.63715553,0,0,0,0,0,5.839051247,0,0,0,0,0,0,0,0,12.6829586,17.81711578,5.180694103,0,0,1.970983505,5.376225948,0,14.44530106,0,0,0,0,0,24.46979141,0,8.195529938,0,0,16.23630142,0,0,0,0,0,3.097823381,4.052495003,0,2.200900316,18.92718315,13.50135803,0,0,0,0,0,0.1768094,0,5.97074461,0,0,0
HBRG,0,0,0,14.38928413,0,0.599482536,0,0,0,4.673653603,0,0,0,0,0,0,0,0,12.57468319,14.88592243,5.274925709,0,0,0,1.921996236,0,10.13222122,0,0,0,0,0,24.09225082,0,11.15224934,0,0,10.51938248,0,0,0,0,0,3.268808365,3.587912321,0,3.280532122,25.3135376,11.71347332,0,0,0,0,0,0.702164888,0,7.120949268,0,0,0
HBRG,0,7.006766319,0,14.41942596,0,0,0,0,0,5.876164913,1.113752723,0,0,0,0,0,0,0,17.13930511,13.19146442,1.541479588,0,0,0,0,0,8.044915199,0,0,0,0,0,30.6776619,0,2.575471163,0,0,15.48383999,0,0,0,0,0,7.592766285,8.871898651,0,0,29.36264801,15.58513546,0,0,0,0,0,0.807513952,0,8.620573044,0,0,0
HBRG,1.248751998,1.788167596,0,12.86522484,0,0,0,0,0,3.077470541,0,0,0,0,0,0,0,0,15.69351387,18.20528412,4.480897903,0,0,0.313876152,6.546441555,0,13.06480598,0,0,0,0,0,23.13367462,0,11.37084389,0,0,11.13976097,0,0,0,0,0,1.432451606,5.995735168,0,5.620750427,18.35977173,11.31674671,0,0,0,0,0,2.754913092,0,6.885269642,0,0,0
HBRG,0,6.739268303,0,20.59409142,0,0,0,0,0,4.685531139,0,0,0,0,0,0,0,0,14.32357788,16.52387619,4.832401276,0,0,0,0.589842021,0,15.71746159,0,0,0,0,0,30.18687439,0,10.05513763,0,0,15.89621067,0,0,0,0,0,4.840155602,3.427041531,0,0.476366937,26.91495514,16.55130768,0,0,0,0,0,0.161872119,0,7.21846056,0,0,0
HBRG,0,0,0,21.75018311,0,0,0,0,0,8.117625237,0.23126328,0,0,0,0,0,0,0,10.98911667,16.25836945,0,0,0,0,0,0,12.78923225,0,0,0,0,8.655822754,34.38116455,0,0,6.460617542,0,28.04119682,0,0,0,0,0,0,4.947077751,0,0,42.2590332,33.52026367,0,0,0,0,0,0,0,16.58867836,0,0,0
HBRG,4.987688065,0,0,18.16923714,0,0,0,0,0,2.401361465,0,0,2.157548428,0,0,0,0,0,10.68610382,14.21319199,8.764797211,0,0,8.06056881,6.955271244,0,13.21754837,0,0,0,0,0,15.22062874,0,6.665419579,0,2.724131584,13.51375675,0,0,0,0,0,0,2.841389656,0,3.173193932,15.20588779,7.375240326,0,0,0,0,0,2.118108749,0,4.577467442,0,3.927862644,0
HBRG,0,2.194560766,0,14.69750977,0,0,0,0,0,4.314509869,0,0,0,0,0,0,0,0,12.04368401,14.62302208,4.03107357,0,0,0,0,0,9.604081154,0,0,0,0,0,24.0674305,0,6.759198666,0,0,13.57989788,0,0,0,0,0,3.095223665,3.050922394,0,0,21.92875671,13.73194218,0,0,0,0,0,0,0,4.567727089,0,0,0
HBRG,0,0.851808727,0,12.36644363,0,0.105527759,0,0,0,2.943031788,0,0,0,0,0,0,0,0,12.30993843,14.5461998,6.511802197,0,0,2.714776039,0.430692106,0,11.05818558,0,0,0,0,0,24.00630951,0,10.58425331,0,0,13.45374107,0,0,0,0,0,0.102225937,3.717647791,0,2.009528399,26.99003601,11.59801292,0,0,0,0,0,0.684873879,0,7.966210842,0,0,0
HBRG,0,1.211322188,0,21.02353096,0,0,0,0,0,4.379936695,0,0,0,0,0,0,0,0,14.12999344,16.70832825,7.54646492,0,0,0,0.788049161,0,14.54792881,0,0,0,0,0,29.19433212,0,8.958992004,0,0,18.05735207,0,0,0,0,0,4.68157196,3.493975401,0,0,29.23167038,15.79640293,0,0,0,0,0,1.23635149,0,6.430534363,0,0,0
HBRG,0,13.74220943,0,19.62696838,0,0,0,0,0,1.185983658,0,0,0,0,0,0,0,0,19.60167313,18.85245132,6.662325382,0,0,0,0,0,16.25774765,0,0,0,0,0,34.32001114,0,8.374238014,0,0,18.99145317,0,0,0,0,0,6.383669376,4.691987991,0,0,34.56611252,18.79163933,0,0,0,0,0,0,0,7.174037933,0,0,0
HBRG,0,7.384439945,0,20.35442734,0,0,0,0,0,7.579670906,0,0,0,0,0,0,0,0,16.91534424,21.39291573,6.408755302,0,0,0,0.44939366,0,13.97803116,0,0,0,0,0,28.28395462,0,6.279999733,0,0,17.81477356,0,0,0,0,0,2.015324354,4.687202454,0,0,25.07249641,16.9827137,0,0,0,0,0,0,0,2.18355751,0,0,0
HBRG,0,13.72872448,0,20.43400002,0,0,0,0,0,4.576060772,0,0,0,0,0,0,0,0,19.9394989,21.64213181,8.669901848,0,0,0,3.919709444,0,15.76064205,0,0,0,0,0,29.69945145,0,9.048373222,0,0,17.10217667,0,0,0,0,0,2.517411709,6.868111134,0,3.359731913,23.22989273,14.5283947,0,0,0,0,0,0,0,3.10180831,0,0,0
HBRG,0,5.64112711,0,11.14230633,0,0,0,0,0,3.795147896,0,0,0,0,0,0,0,0,13.14745331,15.0687809,8.45827961,0,0,0,4.801595211,0,8.254695892,0,0,0,0,0,25.76129532,0,11.76314545,0,0,11.64372253,0,0,0,0,0,0.218128473,5.143613338,0,6.119625568,25.1979332,10.74023914,0,0,0,0,0,0.855016708,0,6.07511282,0,0,0
HBRG,0.295725167,0.768801332,0,18.40337181,0,0,0,0,0,2.383850336,0,0,0,0,0,0,0,0,16.19102097,16.11852646,5.918251038,0,0,4.283956051,4.384732246,0,14.96023178,0,0,0,0,0,21.72756577,0,6.217118263,0,0,15.74971199,0,0,0,0,0,2.088613749,3.9161973,0,1.334170103,17.71334457,12.84311676,0,0,0,0,0,2.127438784,0,2.73560071,0,0,0
HBRG,0,0,0,16.45981789,0,0,0,0,0,4.227220535,0,0,0,0,0,0,0,0,15.61320305,19.65751839,5.601984978,0,0,0,2.175816774,0,15.61918831,0,0,0,0,0,25.73279381,0,9.146465302,0,0,14.92298222,0,0,0,0,0,3.105566263,3.547495127,0,1.675050259,22.17716789,16.9277668,0,0,0,0,0,0,0,4.586711884,0,0,0
HBRG,1.842421055,3.667402983,0,16.72301865,0,0,0,0,0,1.758291006,0,0,0,0,0,0,0,0,14.7055006,15.87844849,8.798274994,0,0,0.51014173,2.649753332,0,12.65637302,0,0,0,0,0,19.0204525,0,3.546497345,0,0,14.77179909,0,0,0,0,0,2.751592159,4.021561623,0,0,19.09425545,11.32382488,0,0,0,0,0,0,0,2.233213186,0,0,0
HBRG,0,10.71495819,0,16.176054,0,0,0,0,0,1.597979069,0,0,0,0,0,0,0,0,17.04292297,15.42991066,8.988246918,0,0,0,3.148886442,0,11.69495392,0,0,0,0,0,28.4680481,0,10.46222687,0,0,14.26318264,0,0,0,0,0,2.572577953,6.049948692,0,4.571527481,28.63623428,13.34972191,0,0,0,0,0,1.918191195,0,6.163715839,0,0,0
HBRG,0,9.752217293,0,16.92150688,0,0,0,0,0,1.477717876,0,0,0,0,0,0,0,0,13.50204563,13.66250706,9.300628662,0,0,1.334312201,1.129668832,0,10.62662315,0,0,0,0,0,24.3210907,0,5.995809555,0,0,15.64761162,0,0,0,0,0,3.265871048,3.288192272,0,0,25.74832916,12.09874249,0,0,0,0,0,0.751568913,0,3.261721134,0,0,0
HBRG,3.546707392,1.554504275,0,17.35124969,0,0,0,0,0.271506488,4.832713604,0,0,1.90795362,0,0,0,0,0,10.51535511,12.17835617,7.031832218,0,0,5.134146214,4.117365837,0,9.410100937,0,0,0,0,0,20.58004379,0,6.492320061,0,1.707687616,14.92468739,0,0,0,0,0,1.791380882,4.571925163,0,2.037618876,19.69589233,6.870419979,0,0,0,0,0,2.783094645,0,4.97616148,0,1.071241736,0
HBRG,1.653213978,2.968379736,0,22.14008331,0,0,0,0,0,2.390525818,0,0,0,0,0,0,0,0,15.06776237,16.80347252,8.164766312,0,0,4.574938774,5.769601822,0,15.85262299,0,0,0,0,0,21.70995331,0,7.369037151,0,0.61218226,18.126894,0,0,0,0,0,1.623660922,2.82371068,0,2.917843819,20.80342865,9.895210266,0,0,0,0,0,0.45233658,0,4.659018517,0,0.068257369,0
HBRG,0,4.231917858,0,16.27017975,0,0,0,0,0,2.330134153,0,0,0,0,0,0,0,0,12.78812218,15.08313942,7.090112686,0,0,0,1.409459233,0,12.82546806,0,0,0,0,0,25.16068268,0,9.968417168,0,0,13.35859108,0,0,0,0,0,3.576007366,1.818223238,0,2.837645769,22.2509079,13.20890713,0,0,0,0,0,0.615156233,0,4.505089283,0,0,0
HBRG,0,5.354466438,0,16.44896507,0,0,0,0,0,6.962186813,0,0,0,0,0,0,0,0,14.54756069,18.53423691,2.869586468,0,0,0,0,0,12.17094231,0,0,0,0,0,31.64579773,0,7.091351032,0,0,20.2737484,0,0,0,0,0,6.133407116,3.64453125,0,0,28.05750465,25.68507004,0,0,0,0,0,0,0,6.037630081,0,0,0
HBRG,0,10.92579079,0,15.41978645,0,0,0,0,0,7.344883442,0,0,0,0,0,0,0,0,15.93733883,19.60361862,2.826070547,0,0,0,0,0,13.20798111,0,0,0,0,0,36.29439926,0,7.565962791,0,0,20.10508156,0,0,0,0,0,8.295084953,6.122430801,0,0,34.1062088,25.67660904,0,0,0,0,0,0,0,8.651339531,0,0,0
HBRG,0,14.51373672,0,19.30489159,0,0,0,0,0,7.749892235,0,0,0,0,0,0,0,0,20.23272896,22.50636292,5.827435017,0,0,0,0,0,14.8884573,0,0,0,0,0,30.70352554,1.815622449,7.770546913,0,0,17.08783913,0,0,0,0,0,2.896581173,6.795624733,0,0.455867648,23.67975616,18.51710701,0,0,2.527281046,0,0,0,0,2.497419834,0,0,0
HBRG,0,17.007164,0,11.97868156,0,0,0,0,0,5.98841095,1.608296514,0,0,0,0,0,0,0,20.90955353,16.23774338,2.794113398,0,0,0,0,0,9.093566895,0,0,0,0,0,28.46643066,0.588776529,8.457922935,0,0,13.3836689,0,0,0,0,0,6.22381258,9.287323952,0,0,20.5988903,15.90962982,0,0,3.964166164,0,0,3.45400691,0,5.966875553,0,0,0
HBRG,1.260547757,0.764035404,0,17.92246056,0,0,0,0,0,4.548531055,0,0,0,0,0,0,0,0,12.9043293,14.67629528,5.168293953,0,0,0.777046084,4.973336697,0,12.78526974,0,0,0,0,0,23.6780777,0,7.184910774,0,0,14.60557079,0,0,0,0,0,4.273638248,5.658638954,0,1.187755108,20.41547394,10.34727001,0,0,0,0,0,1.719706059,0,5.814935207,0,0,0
HBRG,2.834004402,0.667204618,0,17.04022789,0,0,0,0,0,4.722082138,0,0,0,0,0,0,0,0,13.0316515,14.93260956,7.280911446,0,0,3.422850132,5.37020731,0,11.92004395,0,0,0,0,0,19.56471062,0,5.764541626,0,0,13.57915878,0,0,0,0,0,1.589633942,4.121595383,0,3.049602985,17.38817978,7.594727516,0,0,0,0,0,1.17531538,0,2.958144665,0,0.688944042,0
HBRG,0,3.192089081,0,19.24400139,0,0,0,0,0,0.136693493,0,0,0,0,0,0,0,0,17.46434402,20.21388817,7.213087559,0,0,3.325344086,2.918931484,0,17.47652054,0,0,0,0,0,19.37418175,0,4.255596161,0,0,16.69253731,0,0,0,0,0,0.118786968,3.840849161,0,1.246044517,18.84260178,14.43831348,0,0,0,0,0,0,0,3.283126593,0,0,0
HBRG,0,1.392353654,0,17.31810188,0,0,0,0,0,1.476487517,0,0,0,0,0,0,0,0,12.63164806,14.66870117,5.390595913,0,0,0.259668946,0,0,12.39305687,0,0,0,0,0,23.23757935,0,7.602280617,0,0,14.19374275,0,0,0,0,0,3.437813044,3.456717014,0,0.458359957,24.14804459,16.96436119,0,0,0,0,0,0.365031272,0,5.977719784,0,0,0
