X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,Y,검증
0.502683042,0.53878928,0.486135282,0.236236002,0.000705029,0.546252104,0.964230171,0.714654061,0.253312549,0.361774744,0.876442016,0.488205258,0.434711977,0.155530506,0.060380231,0.918105575,1.0,0.265253012,0.874680307,0.151113597,0.78174359,0.494200287,0.540919389,0.649407,0.868180047,0.406826135,0.464264865,0.574216003,0.6187251,0.533825788,0.027514507,0.07587933,0.059750611,0.017151245,0.940249389,0.063106636,0.525379127,0.222503114,0.905415299,0.104012815,0.21480598,0.455506608,0.36198034,0.258143351,0.454554416,0.325453172,0.232601646,0.332098233,0.800567108,0.823911029,0.525925926,0.796147673,0.440860215,0.631771829,0.140998216,0.543547655,0.467897409,0.148718108,0.058899917,0.346603197,0.175368884,0.48013327,7.32e-05,0.720967906,0.191818185,0.383518019,0.893347729,0.05066274,0.0,0.252080856,0.574468085,0.492637779,-1,0
0.399716201,0.56349518,0.643982268,0.255117971,0.000548456,0.482115231,0.930793157,0.763859046,0.61106781,0.369738339,0.929568913,0.121006858,0.588945032,0.185776183,0.052054867,0.964972866,0.306105303,0.83048996,0.837047863,0.623125066,0.403760684,0.642421911,0.514890784,0.325065085,0.432677319,0.194743302,0.099097297,0.554668823,0.674103586,0.51619981,0.085157152,0.101479472,0.035737649,0.017736467,0.964262351,0.521731978,0.976235045,0.301877566,0.86361382,0.053269716,0.286340424,0.225424795,0.481027818,0.389425429,0.400828076,0.274623725,0.375090929,0.465558283,0.827032136,0.815569972,0.548148148,0.913322632,0.720430108,0.627151052,0.250637511,0.555606192,0.299122128,0.19561764,0.023132682,0.308671838,0.180113311,0.561672039,6.72e-05,0.783205083,0.300231849,0.417689845,0.933407808,0.034864492,0.0,0.280321046,0.503675048,0.431215818,-1,0
0.46448435,0.584740217,0.823213215,0.338746077,0.000640568,0.48124301,0.938569207,0.52814783,0.533125487,0.354948805,0.931693989,0.145414564,0.57415073,0.194380833,0.048073083,0.956832758,0.361843848,0.834955823,0.793569602,0.194818363,0.73182906,0.512743173,0.427509037,0.921680648,0.976958301,0.945774795,0.213816216,0.808606384,0.715537849,0.496014042,0.141131712,0.09688034,0.035435726,0.013545103,0.964564274,0.376139243,0.412631236,0.478654795,0.856292658,0.103696658,0.562308209,0.279924481,0.562723812,0.617413696,0.714511041,0.370114838,0.683643998,0.975499561,0.875236295,0.904541242,0.325925926,0.764044944,0.426523297,0.534576163,0.105867236,0.780698203,0.33604441,0.180897779,0.08048191,0.509402915,0.293415284,0.616771043,6.53e-05,0.781878439,0.356536682,0.325891074,0.949305401,0.052610427,0.0,0.325208086,0.623597679,0.47959613,-1,0
0.472166495,0.522095712,0.823213215,0.338746077,0.000640568,0.48124301,0.938569207,0.779329609,0.587685113,0.36632537,0.928658166,0.147285581,0.448101427,0.177065731,0.050256052,0.961519487,0.360842132,0.834955823,0.815856777,0.21506241,0.934769231,0.515739185,0.529885336,0.674934915,0.868813328,0.43442837,0.045643243,0.562508789,0.651394422,0.583375996,0.083118876,0.06180878,0.022614052,0.00496948,0.977385948,0.50113513,0.745611893,0.279116114,0.857355407,0.127619158,0.541438447,0.297860289,0.578341772,0.631779084,0.72101735,0.382372966,0.696764326,0.98665853,0.875236295,0.904541242,0.325925926,0.764044944,0.426523297,0.534576163,0.118982701,0.796400546,0.242533781,0.19859244,0.042803535,0.448624824,0.261721318,0.652215351,7.8e-05,0.824021662,0.412040519,0.41043188,0.979430025,0.055743082,0.0,0.288347206,0.652224371,0.190997055,-1,0
0.484578624,0.497913304,0.576296303,0.259090416,0.000469361,0.464759948,0.940902022,0.767296949,0.130163679,0.412969283,0.935033394,0.157647878,0.355942002,0.154007347,0.054649429,0.963739517,0.371606819,0.849767068,0.880891487,0.220272018,0.753641026,0.472681633,0.459037374,0.963986115,0.964682385,0.967057502,0.367567568,0.80470398,0.806772908,0.477985811,0.096646433,0.06584255,0.080271328,0.017082588,0.919728672,0.141381239,0.539594694,0.275001153,0.031929717,0.007276866,0.553122503,0.30591567,0.507289468,0.555243367,0.70544164,0.425870498,0.651015508,0.997166507,0.875236295,0.904541242,0.325925926,0.764044944,0.426523297,0.534576163,0.149501582,0.748644508,0.321585334,0.20453815,0.053897053,0.307197931,0.192566772,0.659341987,7.36e-05,0.778176954,0.3777489,0.416427891,0.962722694,0.051915362,0.0,0.372473246,0.669245648,0.545645772,-1,0
0.399699891,0.523927933,0.582056953,0.311631065,0.000780532,0.544789914,0.958786936,0.741727546,0.214341387,0.193401593,0.928961749,0.167705564,0.641294545,0.144702362,0.05815966,0.962752837,0.383657581,0.863036145,0.832298137,0.235096675,0.734495726,0.484240572,0.467961467,0.953138559,0.981927124,0.970191153,0.306908108,0.628919983,0.734262948,0.505521831,0.077053107,0.068332688,0.06795286,0.014225137,0.93204714,0.090744579,0.530099563,0.245947317,0.891127223,0.03569669,0.629233878,0.168407804,0.366871606,0.38532818,0.35055205,0.238749142,0.421472731,0.390214851,0.737240076,0.756255792,1.0,0.616372392,0.458781362,0.585404716,0.261050242,0.751696272,0.372536363,0.168149609,0.044491539,0.26041843,0.162856535,0.573213746,9.67e-05,0.750241939,0.309643563,0.419645206,0.937132941,0.036770314,0.0,0.270511296,0.439071567,0.379049222,-1,0
0.398101483,0.538120374,0.549425124,0.375871051,0.003156167,0.40283033,0.929237947,0.952513966,0.211223694,0.529010239,0.920765027,0.208242034,0.559229239,0.164518692,0.053825226,0.953872718,0.471397212,0.834955823,0.810010961,0.239047586,0.696615385,0.356424219,0.366873627,0.943014174,0.959664848,0.945343918,0.421621622,0.605470398,0.580478088,0.463541286,0.116453844,0.066954218,0.037488804,0.007303828,0.962511196,0.055966834,0.508694827,0.257258846,0.0,0.048685448,0.595704459,0.258779106,0.537566403,0.601996478,0.748817035,0.275523527,0.615931306,0.889022356,0.90926276,0.934198332,0.281481481,0.821829856,0.465949821,0.432441045,0.167187041,0.834002348,0.206300026,0.23142221,0.043769565,0.225242125,0.159444556,0.717041114,5.97e-05,0.686800635,0.394371718,0.427085162,0.97347492,0.051133996,0.0,0.339179548,0.689361702,0.54859066,-1,0
0.442356014,0.469833791,0.576296303,0.259090416,0.000469361,0.464759948,0.940902022,0.784056725,0.41777085,0.34698521,0.929872495,0.161615589,0.657730731,0.157171473,0.059764365,0.959546127,0.368453026,0.834955823,0.827183047,0.240026572,0.715897436,0.494746857,0.501366286,0.947353196,0.978906859,0.95896224,0.311713514,0.72264801,0.847808765,0.49352739,0.096646433,0.06584255,0.080271328,0.017082588,0.919728672,0.141381239,0.539594694,0.275001153,0.032638216,0.025719322,0.568543951,0.277155444,0.558560308,0.617233573,0.730776814,0.28661485,0.630740144,0.851583137,0.90926276,0.934198332,0.281481481,0.821829856,0.465949821,0.432441045,0.147657148,0.800414633,0.257724417,0.219589139,0.053048491,0.315745181,0.201973007,0.691943022,6.44e-05,0.695193638,0.370183455,0.361833967,0.962717585,0.047413306,0.0,0.358501784,0.741199226,0.171644931,-1,0
0.422485362,0.492518431,0.576296303,0.259090416,0.000469361,0.464759948,0.940902022,0.763859046,0.568199532,0.267349261,0.891621129,0.195054869,0.762279444,0.172538778,0.05991071,0.964972866,0.432944208,0.834955823,0.826817684,0.25733366,0.743247863,0.513795826,0.514337351,0.948944171,0.960395557,0.941570481,0.375978378,0.792961609,0.88247012,0.47732758,0.096646433,0.06584255,0.080271328,0.017082588,0.919728672,0.141381239,0.539594694,0.275001153,0.053775122,0.00268206,0.528330072,0.322718691,0.548697738,0.606366135,0.70090694,0.488469456,0.721966028,1.0,0.875236295,0.904541242,0.325925926,0.764044944,0.426523297,0.534576163,0.128500606,0.785487438,0.247998967,0.197991451,0.045392666,0.404518101,0.242624956,0.651399058,7.9e-05,0.845037584,0.419412815,0.371238959,0.999593854,0.040097994,0.0,0.211950059,0.549323017,0.477492638,-1,0
0.435761935,0.689336765,0.562593207,0.300511539,0.000522869,0.427456065,0.932348367,0.497851311,0.567420109,0.480091013,0.974802672,0.188143336,0.141913142,0.149129413,0.051190013,0.988653182,0.438034653,0.867823293,0.835951772,0.624943184,0.409230769,0.650802648,0.525198457,0.320364478,0.43170304,0.18756202,0.285286486,0.640627197,0.636653386,0.5062532,0.038370449,0.072766658,0.045298552,0.022748449,0.954701448,0.571611884,0.952171672,0.325949163,0.153224854,0.137499045,0.304946327,0.277973568,0.485595964,0.41125815,0.770208991,0.365137894,0.447020751,0.747078318,0.806238185,0.797034291,0.348148148,0.868378812,0.691756272,0.560229446,0.224932622,0.540347372,0.428350116,0.172477121,0.073601698,0.427790315,0.257420748,0.512230634,7.09e-05,0.788661401,0.264242373,0.408391282,0.903981806,0.042664192,0.0,0.234244946,0.539651838,0.363483382,-1,0
0.385738285,0.418517064,0.771804905,0.387063354,0.000727473,0.513759229,0.935458787,0.693167168,0.430241621,0.463026166,0.918639951,0.265676573,0.486309923,0.162171896,0.053633149,0.928712383,0.583096189,0.817638554,0.839605407,0.621551694,0.395418803,0.648677099,0.530542536,0.326511426,0.4333106,0.204797096,0.412610811,0.621080017,0.669721116,0.529656988,0.084238367,0.069304604,0.069834848,0.023546182,0.930165152,0.333695259,0.572990423,0.292927988,0.884396476,0.063254988,0.534201049,0.354122089,0.26663475,0.291899789,0.83261041,0.523227965,0.431565674,0.749069322,0.883742911,0.878591288,0.466666667,0.916532905,0.681003584,0.745697897,0.162248261,0.692953884,0.478053189,0.137808402,0.080789259,0.24812882,0.179426872,0.498762536,8.43e-05,0.755945766,0.248103846,0.361924731,0.885798896,0.05111792,0.0,0.198870392,0.647582205,0.25115692,-1,0
0.528632709,0.432724047,0.771804905,0.387063354,0.000727473,0.513759229,0.935458787,0.633863343,0.401402962,0.333333333,0.920765027,0.270250169,0.72637768,0.174255232,0.054373001,0.930685742,0.590390411,0.817638554,0.823529412,0.215167302,0.748376068,0.427093666,0.449041006,0.938458201,0.980952845,0.967083616,0.466664865,0.578118408,0.637848606,0.480545601,0.07681672,0.139530304,0.083008766,0.019792917,0.916991234,0.0,0.757277339,0.295520598,0.907068465,0.07505816,0.217518557,0.468407804,0.309806839,0.228152825,0.873915615,0.472257007,0.266931901,0.867373276,0.813799622,0.826691381,0.407407407,0.913322632,0.523297491,0.588750797,0.111968172,0.485989351,0.609174628,0.103776167,0.095905665,0.481130701,0.265681745,0.386254593,7.5e-05,0.810622805,0.157539349,0.409890515,0.853041561,0.029714753,0.0,0.244351962,0.448742747,0.440891881,-1,0
0.400825301,0.652735971,0.637741662,0.412914181,0.000604477,0.585207052,0.941679627,0.788998711,0.337490257,0.629124005,0.916211293,0.194701343,0.203495363,0.147389764,0.058389339,0.967192896,0.43548189,0.817927711,0.792838875,0.249117164,0.747213675,0.446992854,0.508024766,0.949161122,0.975107171,0.959510628,0.188589189,0.77735199,0.848207171,0.511555621,0.051269128,0.084512232,0.072250234,0.018815367,0.92775983,0.088836245,0.576978378,0.233888453,0.888647474,0.072555255,0.372740484,0.196349906,0.621648742,0.570005693,0.573343849,0.194354479,0.531935025,0.759538816,0.830812854,0.834105653,0.659259259,0.922953451,0.605734767,0.681485022,0.235248971,0.712855454,0.094113091,0.226997451,0.041464718,0.379983545,0.203050566,0.660317486,0.000116413,0.696813579,0.351372098,0.845249564,0.951301647,0.047550373,0.0,0.202140309,0.559767892,0.445098864,-1,0
0.374386325,0.396719452,0.509919417,0.285175534,0.000161511,0.424156057,0.945567652,0.758057585,0.466874513,0.433447099,0.921372192,0.27069819,0.523726383,0.142385069,0.053912626,0.932412432,0.592234432,0.857831325,0.83777859,0.270305234,0.824683761,0.484362032,0.535549368,0.643766271,0.877825409,0.429401473,0.365767568,0.539059204,0.588446215,0.57127185,0.068404926,0.078490163,0.056036955,0.016981237,0.943963045,0.324482611,0.110875994,0.0,0.888411308,0.109229395,0.353266093,0.247577093,0.679049968,0.620655916,0.563190063,0.209741888,0.594510937,0.74119922,0.830812854,0.834105653,0.659259259,0.922953451,0.605734767,0.681485022,0.213569775,0.709046853,0.063301489,0.225048125,0.062766718,0.480446638,0.289222821,0.62233312,6.41e-05,0.687397129,0.341792089,0.349427283,0.979210774,0.014109854,0.0,0.24019025,0.475435203,0.417753471,-1,0
0.389179756,0.538556617,0.470206793,0.325364073,0.000555099,0.385131077,0.940124417,0.49204985,0.403741231,0.55403868,0.930783242,0.184832648,0.267222441,0.164206369,0.042611595,0.94597928,0.449803211,0.857831325,0.796857874,0.242543967,0.70782906,0.501508128,0.484806558,0.933251374,0.96536438,0.928774743,0.336935135,0.69529602,0.796414343,0.429057266,0.107979608,0.073408249,0.034640661,0.016000418,0.965359339,0.584180568,0.982637476,0.320966923,0.150036606,0.13644519,0.225256783,0.376966646,0.540585648,0.438870382,0.391660095,0.202874559,0.362181043,0.473760982,0.812854442,0.825764597,0.355555556,0.853932584,0.53046595,0.519439133,0.221654136,0.583442349,0.343403047,0.187373973,0.035230849,0.442983075,0.238793731,0.545538688,7.4e-05,0.749702371,0.278683042,0.402397575,0.913290383,0.042017354,0.0,0.19530321,0.495938104,0.452250736,-1,0
0.379442514,0.481248819,0.514545375,0.310602462,0.000516584,0.393573155,0.940902022,0.552428019,0.311769291,0.598407281,0.898907104,0.195289441,0.297759175,0.182088738,0.05481305,0.937839171,0.444202213,0.817638554,0.807453416,0.230726198,0.749264957,0.507682342,0.479324121,0.93433613,0.968823071,0.95419648,0.499697297,0.52735199,0.492031873,0.507533094,0.835127047,1.0,0.788170647,0.36063714,0.211829353,0.632810187,0.59542606,0.685214744,0.76040904,0.138236743,0.563755689,0.333920705,0.242528221,0.26573855,0.84365142,0.416936563,0.355567854,0.73068254,0.883742911,0.878591288,0.466666667,0.916532905,0.681003584,0.745697897,0.296748349,0.688960142,0.387770032,0.161576654,0.052039015,0.094990597,0.109969097,0.538923681,7.78e-05,0.72222896,0.262073006,0.37970958,0.907050039,0.038322893,0.0,0.214625446,0.461121857,0.233487589,-1,0
0.514377518,0.48511684,0.470206793,0.325364073,0.000555099,0.385131077,0.940124417,0.793296089,0.448168355,0.333333333,0.923193685,0.271496402,0.528993132,0.170790991,0.053663638,0.934385792,0.59431111,0.857831325,0.822798685,0.2311108,0.693538462,0.41713395,0.499187147,0.919655771,0.963220966,0.931386118,0.322524324,0.785156799,0.772111554,0.45118116,0.035270663,0.076235064,0.050129324,0.026403633,0.949870676,0.583127694,0.963620086,0.319232366,0.151453605,0.142689279,0.217544611,0.401762115,0.538429044,0.441923583,0.401320978,0.248895273,0.383917904,0.450528629,0.812854442,0.825764597,0.355555556,0.853932584,0.53046595,0.519439133,0.213745291,0.602751877,0.357603925,0.179085572,0.046781904,0.479633286,0.2576229,0.532022827,7.32e-05,0.762312915,0.280555585,0.370365405,0.915040131,0.041394207,0.0,0.191736029,0.440232108,0.193100547,-1,0
0.49575117,0.531387689,0.53671447,0.261071363,0.000556625,0.493621753,0.933903577,0.843790288,0.208885425,0.364050057,0.918943534,0.193196081,0.544325093,0.164346558,0.053609775,0.968426246,0.442696407,0.817638554,0.765436609,0.229712248,0.721299145,0.81789105,0.442174988,0.925875036,0.961856976,0.926933723,0.176578378,0.851567993,0.864143426,0.44909676,0.141131712,0.09688034,0.035435726,0.013545103,0.964564274,0.376139243,0.412631236,0.478654795,0.856292658,0.103696658,0.510091828,0.375707992,0.271592715,0.293696575,0.840891167,0.492183474,0.404044137,0.671110006,0.785444234,0.765523633,0.807407407,0.775280899,0.777777778,0.635595921,0.129870235,0.6751621,0.575178587,0.108399798,0.092780149,0.398171133,0.231340463,0.457188076,7.63e-05,0.793398709,0.220435365,0.365124539,0.863546012,0.056746971,0.0,0.279429251,0.736170213,0.262515776,-1,0
0.388299,0.592708924,0.53671447,0.261071363,0.000556625,0.493621753,0.933903577,0.674043833,0.247856586,0.469852105,0.961445052,0.191256138,0.424646764,0.170232065,0.05287094,0.969906265,0.4405034,0.819437751,0.962732919,0.633229607,0.423931624,0.647219579,0.51991491,0.322533989,0.434138737,0.199939938,0.32732973,0.48045282,0.597211155,0.516090105,0.110441597,0.077607181,0.055654519,0.015568858,0.944345481,0.318033758,0.584954288,0.306435392,0.784910248,0.090340795,0.488116192,0.413908118,0.22522648,0.23546116,0.871056782,0.55847242,0.380769556,0.788983323,0.883742911,0.878591288,0.466666667,0.916532905,0.681003584,0.745697897,0.169386564,0.633898181,0.529004217,0.131067694,0.090556296,0.215049365,0.148458896,0.487526938,8.04e-05,0.748553933,0.213405338,0.434925958,0.864618851,0.051492739,0.0,0.265457788,0.646034816,0.501893143,-1,0
0.359788619,0.434628975,0.646164064,0.392402971,0.000502669,0.597350232,0.941679627,0.744305973,0.278254092,0.590443686,0.972374013,0.194396733,0.286387392,0.174703471,0.052543697,0.951406019,0.447280608,0.857831325,0.71903544,0.159434985,0.767384615,0.493451284,0.542968818,0.653746023,0.866036633,0.406682509,0.404805405,0.562508789,0.640239044,0.531814525,0.051269128,0.084512232,0.072250234,0.018815367,0.92775983,0.088836245,0.576978378,0.233888453,0.888647474,0.072555255,0.548832173,0.183637508,0.631053312,0.672444695,0.610311514,0.27268261,0.69185456,0.898906368,0.906427221,0.903614458,0.555555556,0.929373997,0.666666667,0.62109624,0.236060603,0.837627843,0.040106722,0.230861092,0.046173107,0.376222379,0.244011018,0.693265155,6.31e-05,0.705374888,0.40547561,0.445844005,0.996672498,0.034697389,0.0,0.198275862,0.452611219,0.461926798,-1,0
0.485198415,0.463290145,0.514545375,0.310602462,0.000516584,0.393573155,0.940902022,0.336269875,0.297739673,0.527872582,0.899514268,0.200257696,0.131553084,0.136943732,0.06074914,0.967192896,0.44124661,0.770313253,0.816952868,0.224083074,0.721230769,0.510435434,0.520546168,0.954223315,0.978760717,0.973651225,0.382583784,0.742195191,0.77689243,0.500804505,0.092137247,0.156611888,0.084608959,0.020633151,0.915391041,0.089132366,0.723528933,0.27882087,0.889119807,0.101088368,0.588626284,0.2437382,0.408156853,0.46970482,0.721214511,0.455628032,0.578979637,0.934830114,0.920604915,0.937905468,0.392592593,0.895666132,0.523297491,0.585404716,0.09568988,0.732978786,0.547293227,0.120436602,0.121095921,0.556565585,0.309778195,0.507162096,7.54e-05,0.79291483,0.257916059,0.46730414,0.915017142,0.027929075,0.0,0.300535077,0.796131528,0.487589398,-1,0
